id,darija,eng,darija_ar
624.0,7atha lik m3youra,,حاتها ليك معيورا
625.0,nti zedti fih matchofixh lfo9 bzaf,,نتي زدتي فيه ماتشوفيشه لفوق بزاف
626.0,wa9ila mato ftri9,,واقيلا ماتو فتريق
627.0,3ejbni dakchi mtiwel machallah,,عجبني داكشي متيول ماشالّاه
628.0,te9diti mi3nat ghziwline,,تقديتي ميعنات غزيولين
629.0,jomo3a mobaraka,,جوموعا موباراكا
630.0,chkon mdekhela l wifi,,شكون مدخلا ل ويفي
631.0,hiya libghit n3awd ndir .,,هييا ليبغيت نعاود ندير .
632.0,frask jawbt machaftch chkon swal,,فراسك جاوبت ماشافتش شكون سوال
633.0,d7akt 3la rasi,,دحاكت علا راسي
634.0,hta gltiha 3ad 9lbt oban li,,هتا ڭلتيها عاد قلبت أُبان لي
635.0,malo mkhbi mskin,,مالو مخبي مسكين
636.0,mni kant l3goza 3goza o l3rosa 3erosa o rajl rajl,,مني كانت لعڭوزا عڭوزا أُ لعروسا عروسا أُ راجل راجل
637.0,fiha lhdid ktar mn l3dass,,فيها لهديد كتار من لعداسّ
638.0,kikadri ter9ad ?,,كيكادري ترقاد ?
639.0,kr9dhm f sabon 3ad kndirhom ytsbno,,كرقدهم ف سابون عاد كنديرهوم يتسبنو
640.0,darti ch haja likatsaban sofa,,دارتي ش حاجة ليكاتسابان سوفا
641.0,fin khditiha akhti ?,,فين خديتيها أختي ?
642.0,ina mdina ?,,إنا مدينا ?
643.0,fenin louinat metnass9in bessaha oraha,,فنين لوينات متناسّقين بسّاها أُراها
644.0,zwinin akhti ch7al bach t9amo 3lik ?,,زوينين أختي شحال باش تقامو عليك ?
645.0,iwa chti ha rabi khlsak,,إوا شتي ها رابي خلساك
646.0,wnb9a nashak yomiyan,,ونبقا ناسهاك يومييان
647.0,awili zela9eti fayn kano 3ayenk ?,,أويلي زلاقتي فاين كانو عاينك ?
648.0,dakhli wa7d tatbi9 zwin,,داخلي واحد تاتبيق زوين
649.0,ana n7at ha lik bach ta3arfiha,,أنا نحات ها ليك باش تاعارفيها
650.0,ila derti scane ghadi t3arfi wach takhdiha w la la,,إلا درتي سكان غادي تعارفي واش تاخديها و لا لا
651.0,ah waliti takhroj lmarche,,أه واليتي تاخروج لمارش
652.0,katji massdoum,,كاتجي ماسّدوم
653.0,flouss makaynach,,فلوسّ ماكايناش
654.0,olghla mab9atch chi haja rekhissa,,أُلغلا مابقاتش شي حاجة رخيسّا
655.0,nass rah darori tchri bach takl,,ناسّ راه داروري تشري باش تاكل
656.0,bsla o khyzo mn daroriya,,بسلا أُ خيزو من دارورييا
657.0,wakha yghla ghadi ychriwh,,واخا يغلا غادي يشريوه
658.0,driwch rah had chi li ychri mskin,,دريوش راه هاد شي لي يشري مسكين
659.0,mazai mchfna waio,,مازاي مشفنا وايو
660.0,tsnaw aighia iighaykon f bidayat 2024,,تسناو أيغيا اليغايكون ف بيدايات 2024
661.0,wahd wald 3ami n9albo lih 3la mra owalo,,واهد والد عامي نقالبو ليه علا مرا أُوالو
662.0,ila skna f mdina fiha lbhar ri blach,,إلا سكنا ف مدينا فيها لبهار ري بلاش
663.0,khdithom matsdawch,,خديتهوم ماتسداوش
664.0,sinin hadi ohoma.kynin 3ndi,,سينين هادي أُهوما.كينين عندي
665.0,tsadaw lia,,تساداو ليا
666.0,nasi7a mani matakhdihmch,,ناسيحا ماني ماتاخديهمش
667.0,3andi dyal granit mazwininch,,عاندي ديال ڭرانيت مازوينينش
668.0,la9ra3i dyal zite tatkhsar lihom sadada,,لاقراعي ديال زيت تاتخسار ليهوم سادادا
669.0,m3a lmoda kibdaw yat9achro,,معا لمودا كيبداو ياتقاشرو
670.0,moda 3ndi saraha kanghslhom wnchfhom,,مودا عندي ساراها كانغسلهوم ونشفهوم
671.0,hadi 9isa twila fiha ajzaa2 makmltich lkmala dyalha,,هادي قيسا تويلا فيها أجزاء ماكملتيش لكمالا ديالها
672.0,hadi mswba bash te3alji biha jroha,,هادي مسوبا باسه تعالجي بيها جروها
673.0,maghadish tmtasso bachra dyalk,,ماغاديسه تمتاسّو باشرا ديالك
674.0,fiha antibiotic li khayb lbachra,,فيها أنتيبيوتيك لي خايب لباشرا
675.0,khas tkoni f shi mdina matkon fiha rotoba,,خاس تكوني ف سهي مدينا ماتكون فيها روتوبا
676.0,ila kan ljaw nachf,,إلا كان لجاو ناشف
677.0,rah atjr lik rotoba mn wjhak,,راه أتجر ليك روتوبا من وجهاك
678.0,ghadi tnchaf lik wjhak,,غادي تنشاف ليك وجهاك
679.0,kant khrajtha tbiba lmama 3la 9bl whd lhba nadt liha fnifha ou hydtha liha,,كانت خراجتها تبيبا لماما علا قبل وهد لهبا نادت ليها فنيفها و هيدتها ليها
680.0,ila kan wjehk dohni khodi dyal romain,,إلا كان وجهك دوهني خودي ديال روماين
681.0,as3ab mawdo3 3ndi fhyaty,,أسعاب ماودوع عندي فهياتي
682.0,had no3 dial bechra ana wlah ma3erftha,,هاد نوع ديال بشرا أنا ولاه ماعرفتها
683.0,bghit nchrk m3akoum aswae tjriba,,بغيت نشرك معاكوم أسوا تجريبا
684.0,3echftha f hyati,,عشفتها ف هياتي
685.0,bach matihouch f nafs l mouchkil,,باش ماتيهوش ف نافس ل موشكيل
686.0,kant kan9lab 3la villa lkra fiha la piscine,,كانت كانقلاب علا ڤيلّا لكرا فيها لا پيسسين
687.0,bant liya wohda f facebook,,بانت لييا ووهدا ف فاسبوك
688.0,ftsawar bayna kbira o n9iya,,فتساوار باينا كبيرا أُ نقييا
689.0,z3ma chi haja dyal rfi3 b 1700 dh,,زعما شي حاجة ديال رفيع ب 1700 ده
690.0,3yat l siyad 9alk bghit tasbi9,,عيات ل سيياد قالك بغيت تاسبيق
691.0,o tjiw tchoufouha,,أُ تجيو تشوفوها
692.0,hzit wlidati w l walid w rajli w mchina,,هزيت وليداتي و ل واليد و راجلي و مشينا
693.0,mnin wslna ya lbnat,,منين وسلنا يا لبنات
694.0,tsdamt dakchi mosakh,,تسدامت داكشي موساخ
695.0,dar m9loba,,دار مقلوبا
696.0,riha dyal l garou katkhna9,,ريها ديال ل ڭارو كاتخناق
697.0,ma9dinach nglsou fiha,,ماقديناش نڭلسو فيها
698.0,w chrab f lkissan,,و شراب ف لكيسّان
699.0,kan 3lik hta tchofiha 3ad kriha,,كان عليك هتا تشوفيها عاد كريها
700.0,ana yalah kont karya wahda,,أنا يالاه كونت كاريا واهدا
701.0,hta chaftha 3ad khlast,,هتا شافتها عاد خلاست
702.0,lah y3amrha sal3a,,الله يعامرها سالعا
703.0,kolchi 3ndha rezal ne9a,,كولشي عندها رزال نقا
704.0,chno ma9labti katl9ayh 3andha,,شنو ماقلابتي كاتلقايه عاندها
705.0,piscine hna fih ou kayji l3sas belil yna9ih,,پيسسين هنا فيه و كايجي لعساس بليل يناقيه
706.0,kanfi9o fsbah kal9awh ne9i,,كانفيقو فسباه كالقاوه نقي
707.0,hadi kan fiha tzandi9,,هادي كان فيها تزانديق
708.0,konti thayhi 3lih yradlik flossk,,كونتي تهايهي عليه يرادليك فلوسّك
709.0,wakha tbato f fondo9,,واخا تباتو ف فوندوق
710.0,saraha mazwinach katban mzyta flwjh,,ساراها مازويناش كاتبان مزيتا فلوجه
711.0,mli kandirha 3ad makatchd fiya chamch ktr,,ملي كانديرها عاد ماكاتشد فييا شامش كتر
712.0,ma7bithach katb9a mzyta f lwjh,,ماحبيتهاش كاتبقا مزيتا ف لوجه
713.0,wallh hta kndoz kola nhar,,والّه هتا كندوز كولا نهار
714.0,knb9a nchof f rssi fjaj o kndhk,,كنبقا نشوف ف رسّي فجاج أُ كندهك
715.0,kngol waw 3mrni kont kntkhyl rssi ghnkon haka,,كنڭول واو عمرني كونت كنتخيل رسّي غنكون هاكا
716.0,ky3jbni rassi bazf,,كيعجبني راسّي بازف
717.0,ktchdni lbakia,,كتشدني لباكيا
718.0,kant karita o 3mar chihad nsahni,,كانت كاريتا أُ عمار شيهاد نساهني
719.0,taghyiir kyji mnk nti mn ldakhl dyalk,,تاغييّر كيجي منك نتي من لداخل ديالك
720.0,ana derte regime o n9asste,,أنا درت رڭيم أُ نقاسّت
721.0,khafte gha yji ramdan narj3 kif kante,,خافت غا يجي رامدان نارجع كيف كانت
722.0,rani zadte wahd 3 kilo,,راني زادت واهد 3 كيلو
723.0,katjini ghriba fach knchuf chi 7ed n9es,,كاتجيني غريبا فاش كنشوف شي حد نقس
724.0,kayban li mosta7il ndir bhalo,,كايبان لي موستاحيل ندير بهالو
725.0,3rada dartha lkhouya ou mrato,,عرادا دارتها لخويا و مراتو
726.0,lbnat wach had pomada mzyana lhboub?,,لبنات واش هاد پومادا مزيانا لهبوب?
727.0,chakratha liya wahd lbnt,,شاكراتها لييا واهد لبنت
728.0,khaftha tkoun khayba lwjah,,خافتها تكون خايبا لوجاه
729.0,ma3raftch 3lach 3tawha had smiya,,ماعرافتش علاش عتاوها هاد سمييا
730.0,katb9a men ahssan hlawi dlacreme 3andi,,كاتبقا من أهسّان هلاوي دلاكرم عاندي
731.0,hadi b mada9 ananas,,هادي ب ماداق أناناس
732.0,s9itha b 3assir limon,,سقيتها ب عاسّير ليمون
733.0,lhboba fo9 jlda dras,,لهبوبا فوق جلدا دراس
734.0,kolha ryos dayra bhal chi worda,,كولها ريوس دايرا بهال شي ووردا
735.0,hiya 3ndi mni kont sghira,,هييا عندي مني كونت سغيرا
736.0,moekharan bdat katkbar,,موخاران بدات كاتكبار
737.0,ma3raft wach kathyad olala,,ماعرافت واش كاتهياد أُلالا
738.0,chno ndir liha ?,,شنو ندير ليها ?
739.0,lifat liha chft bhal had lhla,,ليفات ليها شفت بهال هاد لهلا
740.0,3la malha la3robiya ?,,علا مالها لاعروبييا ?
741.0,kif jatak akhti ?,,كيف جاتاك أختي ?
742.0,katbani liya hagra la3robiya,,كاتباني لييا هاڭرا لاعروبييا
743.0,nari makanhmlhach,,ناري ماكانهملهاش
744.0,ila bgha rajli i3sabni kaygoliya fin ahobi,,إلا بغا راجلي إعسابني كايڭولييا فين أهوبي
745.0,3lach kangolo 3la ayi haja khayba,,علاش كانڭولو علا أيي حاجة خايبا
746.0,kangolo 3liha 3roubia,,كانڭولو عليها عروبيا
747.0,mn khirha 3aychin,,من خيرها عايشين
748.0,machi ra9ya omajatch m3a elhjja,,ماشي راقيا أُماجاتش معا إلهجّا
749.0,nsamiwha sawa9ia,,نساميوها ساواقيا
750.0,smholi bzaf ana mabghit,,سمهولي بزاف أنا مابغيت
751.0,golt lik wijhat ndar dyali,,ڭولت ليك ويجهات ندار ديالي
752.0,matnsaych rassk otsnay li ichkrak,,ماتنسايش راسّك أُتسناي لي إشكراك
753.0,gheladiti 3etini lwsfa,,غلاديتي عتيني لوسفا
754.0,ma3raft chkon fih noba,,ماعرافت شكون فيه نوبا
755.0,3acha man chafk,,عاشا مان شافك
756.0,3ndi khebar tefer7ak,,عندي خبار تفرحاك
757.0,jibli l7ala olbarod,,جيبلي لحالا أُلبارود
758.0,makan7malch benadm motana9id,,ماكانحمالش بنادم موتاناقيد
759.0,sawbt bghrir o lmssaman,,ساوبت بغرير أُ لمسّامان
760.0,ghdi tejri woraya,,غدي تجري وورايا
761.0,mokhtafi howa mossalssal jdid,,موختافي هووا موسّالسّال جديد
762.0,4 dlbnat shabat mefahmat,,4 دلبنات سهابات مفاهمات
763.0,kant galssa fe9ahwa,,كانت ڭالسّا فقاهوا
764.0,homa sawloni o ana jawebt,,هوما ساولوني أُ أنا جاوبت
765.0,mayn9s min 3amri hta nhar,,ماينقس مين عامري هتا نهار
766.0,kanchfok f talfaza,,كانشفوك ف تالفازا
767.0,ana bachar machi malak,,أنا باشار ماشي مالاك
768.0,kol wahd 3ndo ljanib lkhayb mekhbih,,كول واهد عندو لجانيب لخايب مخبيه
769.0,chri lya te9achr d lbard,,شري ليا تقاشر د لبارد
770.0,siftkom chi 7ad 3ndi ?,,سيفتكوم شي حاد عندي ?
771.0,dawam l7al mina lmo7al,,داوام لحال مينا لموحال
772.0,danya dwara,,دانيا دوارا
773.0,makdboch mli galo la ti9a fik,,ماكدبوش ملي ڭالو لا تيقا فيك
774.0,lyom anmchi ltiran,,ليوم أنمشي لتيران
775.0,la3ba lbarssa,,لاعبا لبارسّا
776.0,kherjat oghniya jdida,,خرجات أُغنييا جديدا
777.0,had l3am 3eta lah zitoun,,هاد لعام عتا الله زيتون
778.0,kanbi3 zit lbaldiya,,كانبيع زيت لبالدييا
779.0,telamd 9eraw ghi lyom,,تلامد قراو غي ليوم
780.0,kandir reyada f sbah,,كاندير ريادا ف سباه
781.0,l9anoun fo9 kolchi,,لقانون فوق كولشي
782.0,lwazir defa3 isti9ala,,لوازير دفاع إستيقالا
783.0,makaynach l9raya,,ماكايناش لقرايا
784.0,tefarji frossom mota7arika,,تفارجي فروسّوم موتاحاريكا
785.0,hadi tomobila 9dima,,هادي توموبيلا قديما
786.0,talab mochtarak s3ib it9bal,,تالاب موشتاراك سعيب إتقبال
787.0,jibi nosskha min chahadat lbac,,جيبي نوسّخا مين شاهادات لباك
788.0,bghit nkmat 9rayti,,بغيت نكمات قرايتي
789.0,awal haja df3i bac 7or,,أوال حاجة دفعي باك حور
790.0,matn3ssoch bohdkom fdar kbira,,ماتنعسّوش بوهدكوم فدار كبيرا
791.0,kan9ri woldi blfloss,,كانقري وولدي بلفلوسّ
792.0,tewdar li lkhatm li 3titini,,تودار لي لخاتم لي عتيتيني
793.0,nayti safya min jihtak,,نايتي سافيا مين جيهتاك
794.0,sam3i lmodan kaywdan,,سامعي لمودان كايودان
795.0,7ali charjam l7al skhon,,حالي شارجام لحال سخون
796.0,9albi lbaliza lkbira,,قالبي لباليزا لكبيرا
797.0,9albi 3ala akhir akhbar,,قالبي عالا أخير أخبار
798.0,tla9it me3a lwalid,,تلاقيت معا لواليد
799.0,chba3 floss leghrama,,شباع فلوسّ لغراما
800.0,dar safliya khayba,,دار سافلييا خايبا
801.0,ghadi ti7 cheta had simana,,غادي تيح شتا هاد سيمانا
802.0,bent jiran hamla btwam,,بنت جيران هاملا بتوام
803.0,makaychitch liya lwa9t,,ماكايشيتش لييا لواقت
804.0,nehar twil ochams mazala 9as7a,,نهار تويل أُشامس مازالا قاسحا
805.0,a3ssabi 3la seba,,أعسّابي علا سبا
806.0,kherajt odarbni lbard,,خراجت أُداربني لبارد
807.0,fiya sekhana o tboricha,,فييا سخانا أُ تبوريشا
808.0,ma9adach namchi lkhdma,,ماقاداش نامشي لخدما
809.0,jam3i had rwina bezarba,,جامعي هاد روينا بزاربا
810.0,te3almi logha li tanf3ak,,تعالمي لوغا لي تانفعاك
811.0,kant3alam lkhiyata ta9lidiya,,كانتعالام لخيياتا تاقليدييا
812.0,ghedabt chehrayn fdarna,,غدابت شهراين فدارنا
813.0,woldat 5 dlwlad ojoj benat,,وولدات 5 دلولاد أُجوج بنات
814.0,tassarofatk mostafizza,,تاسّاروفاتك موستافيزّا
815.0,merra kbiira omrida,,مرّا كبيّرا أُمريدا
816.0,khedama flozin li 7edana,,خداما فلوزين لي حدانا
817.0,chrit lyouma wahd t3rija kbira,,شريت ليوما واهد تعريجا كبيرا
818.0,riwaya lli kmalt hsan mn hadi,,ريوايا اللي كمالت هسان من هادي
819.0,kay3jabni riwaya lbolisiya,,كايعجابني ريوايا لبوليسييا
820.0,riwayat lhob mazwininch,,ريوايات لهوب مازوينينش
821.0,lo3ba ta3limiya ta9afiya hadi,,لوعبا تاعليمييا تاقافييا هادي
822.0,ghanmchi l3ars ghda,,غانمشي لعارس غدا
823.0,3rdat 3lina mamat l3rousa,,عردات علينا مامات لعروسا
824.0,jat l3rousa tal dar t3rad 3lina,,جات لعروسا تال دار تعراد علينا
825.0,mal9atnach l3rousa fdar,,مالقاتناش لعروسا فدار
826.0,frhat mamat l3rousa bzzef,,فرهات مامات لعروسا بزّف
827.0,galt lina wach ghatjiw?,,ڭالت لينا واش غاتجيو?
828.0,imta ghanmchiw l3ars ?,,إمتا غانمشيو لعارس ?
829.0,l3ris howa lli ghadi ikhalas transport,,لعريس هووا اللي غادي إخالاس ترانسپورت
830.0,ghanmchiw brjal tal dowar,,غانمشيو برجال تال دووار
831.0,wach ghanrakbo lkamyou?,,واش غانراكبو لكاميو?
832.0,ghanmchiw m3a nas fsbah bkri,,غانمشيو معا ناس فسباه بكري
833.0,mazal ma3rafna wach dar l3a9d,,مازال ماعرافنا واش دار لعاقد
834.0,khwatatha ghaygalso fdar msakan,,خواتاتها غايڭالسو فدار مساكان
835.0,3andhoum khthoum mrida,,عاندهوم ختهوم مريدا
836.0,l3ris ghaylbas jlaba bida,,لعريس غايلباس جلابا بيدا
837.0,l3rousa ghaydiro liha l3kar,,لعروسا غايديرو ليها لعكار
838.0,ghaydiro lbnat lhna flyidin,,غايديرو لبنات لهنا فلييدين
839.0,l3rousa ghaydiro liha lhna,,لعروسا غايديرو ليها لهنا
840.0,ghaytaybo ghi twajan fl3ars,,غايتايبو غي تواجان فلعارس
841.0,ghayghaniw mn dowarna tal dowarhoum,,غايغانيو من دووارنا تال دووارهوم
842.0,l3yalat homa lli ghaniw,,لعيالات هوما اللي غانيو
843.0,rjal ghaydarbo lbandir,,رجال غايداربو لباندير
844.0,wahd dari ghaysout fl3owad,,واهد داري غايسوت فلعوواد
845.0,ghadi ighaniw chalha,,غادي إغانيو شالها
846.0,dowarhoum sghir,,دووارهوم سغير
847.0,ghadi ntlagaw tma nas jdad,,غادي نتلاڭاو تما ناس جداد
848.0,i9dar nmchi 3and sahbti,,إقدار نمشي عاند ساهبتي
849.0,ghaychtah l3rousa ol3ris ghandiw l3rousa ldarha,,غايشتاه لعروسا أُلعريس غانديو لعروسا لدارها
850.0,ghathayid mn tamara dyal darhoum,,غاتهاييد من تامارا ديال دارهوم
851.0,l3ars 3andhoum t9lidi,,لعارس عاندهوم تقليدي
852.0,maghaydirouch l3mariya,,ماغايديروش لعمارييا
853.0,ghadir l3rousa l3amariya?,,غادير لعروسا لعامارييا?
854.0,mafhalhoumch msakan,,مافهالهومش مساكان
855.0,l3ris howa lli ghaydir l3ars,,لعريس هووا اللي غايدير لعارس
856.0,l3rousa madartch l3ars fdarhoum,,لعروسا مادارتش لعارس فدارهوم
857.0,darhoum taht fzalzal,,دارهوم تاهت فزالزال
858.0,3aychin ghi flkhayama,,عايشين غي فلخاياما
859.0,hchouma idiro l3ars flkhayama,,هشوما إديرو لعارس فلخاياما
860.0,l3ris ghaydi l3rousa isafro,,لعريس غايدي لعروسا إسافرو
861.0,wach ghaydiro chahr l3asal ?,,واش غايديرو شاهر لعاسال ?
862.0,fin ghaydowzo chhr l3asal ?,,فين غايدووزو شهر لعاسال ?
863.0,l3ris ly ghayjib d9ay9iya ?,,لعريس لي غايجيب دقايقييا ?
864.0,ghandiro lhdiya l3rousa,,غانديرو لهدييا لعروسا
865.0,chno ghandiro flhdiya ?,,شنو غانديرو فلهدييا ?
866.0,ghanjm3o fiha lcadoyat dnas,,غانجمعو فيها لكادويات دناس
867.0,3rdat mamat l3rousa 3la nas,,عردات مامات لعروسا علا ناس
868.0,rjal mazal ma3ardo 3lihoum,,رجال مازال ماعاردو عليهوم
869.0,ghaythlaw tani frjal ktar mn l3yalat,,غايتهلاو تاني فرجال كتار من لعيالات
870.0,maghant3chaw tal wahd lwa9t,,ماغانتعشاو تال واهد لواقت
871.0,ghaydiro twajan l3cha,,غايديرو تواجان لعشا
872.0,mazal malgit tkchita ly ghatji m3aya,,مازال مالڭيت تكشيتا لي غاتجي معايا
873.0,ghadi nkhtar bin l9ftan otkchita,,غادي نختار بين لقفتان أُتكشيتا
874.0,jlaba maghadich nlbasha l3ars,,جلابا ماغاديش نلباسها لعارس
875.0,galt liya sahbti jlabatak mzayra,,ڭالت لييا ساهبتي جلاباتاك مزايرا
876.0,3andha wahd l9ftan zwin,,عاندها واهد لقفتان زوين
877.0,3jbni l9ftan lli lbsat l3rousa,,عجبني لقفتان اللي لبسات لعروسا
878.0,wach ghadir nagafa?,,واش غادير ناڭافا?
879.0,ma3andhach lflous bach dir nagafa,,ماعاندهاش لفلوس باش دير ناڭافا
880.0,tghyir loun lma froubini,,تغيير لون لما فروبيني
881.0,lkhawf rkab fina,,لخاوف ركاب فينا
882.0,ma3rafna njariw ola nwa9fo,,ماعرافنا نجاريو أُلا نواقفو
883.0,ma3arfoch nas mazal wach imchiw l3ars,,ماعارفوش ناس مازال واش إمشيو لعارس
884.0,lkhof kayjri fdam,,لخوف كايجري فدام
885.0,jiran kolchi kayjari,,جيران كولشي كايجاري
886.0,nafsiya dyali mohatama,,نافسييا ديالي موهاتاما
887.0,choufi mn hali rani madrour,,شوفي من هالي راني مادرور
888.0,chouf mn hali rani madloum,,شوف من هالي راني مادلوم
889.0,lhob s3ib orabta zoghbiya,,لهوب سعيب أُرابتا زوغبييا
890.0,l3rousa hrbat mn dar l3ars,,لعروسا هربات من دار لعارس
891.0,b9aw nas kayjariw i9albo 3liha,,بقاو ناس كايجاريو إقالبو عليها
892.0,l3ris mabghach itla3 fo9 l3amariya,,لعريس مابغاش إتلاع فوق لعامارييا
893.0,l3rousa taht mn l3mariya,,لعروسا تاهت من لعمارييا
894.0,galo ghaydiro l3ars fl9a3a,,ڭالو غايديرو لعارس فلقاعا
895.0,l9a3a b3ida 3lina bzzef,,لقاعا بعيدا علينا بزّف
896.0,ghanrkab tomobil ila ghanmchi l3ars,,غانركاب توموبيل إلا غانمشي لعارس
897.0,galo ghaydiro chwa fl3ars,,ڭالو غايديرو شوا فلعارس
898.0,darouri mn lhlib otmar fdakhla,,داروري من لهليب أُتمار فداخلا
899.0,ghaydiro l3asir oles soirée,,غايديرو لعاسير أُلس سورé
900.0,sahbti katchtah fo9 l93da,,ساهبتي كاتشتاه فوق لقعدا
901.0,tmanit idiro lbastila dlhout,,تمانيت إديرو لباستيلا دلهوت
902.0,twahacht djaj mhamar m3a dghmira,,تواهاشت دجاج مهامار معا دغميرا
903.0,l3ris ghbar lih latar,,لعريس غبار ليه لاتار
904.0,mchaw dar l3doul idiro l3a9ad,,مشاو دار لعدول إديرو لعاقاد
905.0,darouri isiniw bjouj 3la l3a9ad,,داروري إسينيو بجوج علا لعاقاد
906.0,dkhlo group dlmoghaniyin l9a3a,,دخلو ڭروپ دلموغانييين لقاعا
907.0,ghayjibo lhdarat fl3ars,,غايجيبو لهدارات فلعارس
908.0,zw9o tomobil dyal l3arsan,,زوقو توموبيل ديال لعارسان
909.0,l3ars ghaydirouh fdowar,,لعارس غايديروه فدووار
910.0,ghaydabho lbagra fl3ars,,غايدابهو لباڭرا فلعارس
911.0,l3yalat kaydiro zgharit,,لعيالات كايديرو زغاريت
912.0,rjal jabo lihoum lf9ih,,رجال جابو ليهوم لفقيه
913.0,ghanbda riwaya jdida,,غانبدا ريوايا جديدا
914.0,achmn riwaya 9riti lyouma ?,,أشمن ريوايا قريتي ليوما ?
915.0,chhar wana kan9ra fwahd riwaya,,شهار وانا كانقرا فواهد ريوايا
916.0,wach ghathanini mn had lhoutala,,واش غاتهانيني من هاد لهوتالا
917.0,kolchi khasou isali lyouma,,كولشي خاسو إسالي ليوما
918.0,ana mab9itch 9atdra nsbar l9lil lhya,,أنا مابقيتش قاتدرا نسبار لقليل لهيا
919.0,lbatal 3rf chkon bah lhakiki,,لباتال عرف شكون باه لهاكيكي
920.0,lkhoutoba tfskhat,,لخوتوبا تفسخات
921.0,mab9atch ghaytzawaj bl mouhandisa,,مابقاتش غايتزاواج بل موهانديسا
922.0,lmouhandis samam wahd dar zwina,,لموهانديس سامام واهد دار زوينا
923.0,had dar hiya likant kanhlam biha,,هاد دار هييا ليكانت كانهلام بيها
924.0,mn chhal hadi wana bghit tkoun 3andi dar,,من شهال هادي وانا بغيت تكون عاندي دار
925.0,lmohandis dar blan zwin ldar,,لموهانديس دار بلان زوين لدار
926.0,chkon had lkhiyat likatkhayti 3ando,,شكون هاد لخييات ليكاتخايتي عاندو
927.0,sir jib lham 3and lgazar,,سير جيب لهام عاند لڭازار
928.0,mcha iwajah bah lhakiki,,مشا إواجاه باه لهاكيكي
929.0,khba 3lih lhakika mn chhal hadi,,خبا عليه لهاكيكا من شهال هادي
930.0,mli kan sghir tkhala 3lih,,ملي كان سغير تخالا عليه
931.0,ghir 3raf bli lmra hamla tkhala 3liha,,غير عراف بلي لمرا هاملا تخالا عليها
932.0,hiya rbat lwald bouhdha,,هييا ربات لوالد بوهدها
933.0,ghaysali l3ars fsbah bkri,,غايسالي لعارس فسباه بكري
934.0,l3ars kayn ha9an blil ?,,لعارس كاين هاقان بليل ?
935.0,daro l3ars fnhar,,دارو لعارس فنهار
936.0,galo lihoum nas mabrouk l3ars,,ڭالو ليهوم ناس مابروك لعارس
937.0,khti tzad 3andha wald,,ختي تزاد عاندها والد
938.0,khouya wldat mrato bant,,خويا ولدات مراتو بانت
939.0,kano baghyin itzad 3andhoum wald,,كانو باغيين إتزاد عاندهوم والد
940.0,ghaydouz 7 jour ghaydiro l3a9i9a,,غايدوز 7 جور غايديرو لعاقيقا
941.0,ghaydabho lih hawli nhar 7 iyam,,غايدابهو ليه هاولي نهار 7 إيام
942.0,ghay3ardo nas fsbou3,,غايعاردو ناس فسبوع
943.0,ghaydiro sbou3 fl9a3a,,غايديرو سبوع فلقاعا
944.0,waldi kayt3alam fonoun l9ital,,والدي كايتعالام فونون لقيتال
945.0,bnt jiran kadir lkarati,,بنت جيران كادير لكاراتي
946.0,tazawajih 9ari2an,,تازاواجيه قاريأن
947.0,ra9s char9i howa lli dart sahbti,,راقس شارقي هووا اللي دارت ساهبتي
948.0,darou' lih mofaja2a f3arso,,دارو' ليه موفاجاأ فعارسو
949.0,dazt lkhotouba zwina,,دازت لخوتوبا زوينا
950.0,3rdat 3liya sahbti lkhotoubtha,,عردات علييا ساهبتي لخوتوبتها
951.0,3rad 3liya sahbi l3arso,,عراد علييا ساهبي لعارسو
952.0,dart lhna flkhotba,,دارت لهنا فلخوتبا
953.0,lmalabis dakhiliya wlat ghalya,,لمالابيس داخيلييا ولات غاليا
954.0,chrit malabis dakhiliya jdadin,,شريت مالابيس داخيلييا جدادين
955.0,3jboni malabis dakhiliya fso9,,عجبوني مالابيس داخيلييا فسوق
956.0,daro chihab nariya fl3ars,,دارو شيهاب نارييا فلعارس
957.0,tal9o chihab nariya fsma,,تالقو شيهاب نارييا فسما
958.0,had chihab nariya fiha bzzef dlwan,,هاد شيهاب نارييا فيها بزّف دلوان
959.0,khbaw drari chihab nariya taht lhjar,,خباو دراري شيهاب نارييا تاهت لهجار
960.0,taybat khbizat m3amrin,,تايبات خبيزات معامرين
961.0,jaw lkhbizat mwar9in,,جاو لخبيزات موارقين
962.0,thrgat lina lboula lli flbit,,تهرڭات لينا لبولا اللي فلبيت
963.0,kan 3andi sokour mkhabiyah,,كان عاندي سوكور مخابيياه
964.0,lbid obtata mhrougin fl3cha,,لبيد أُبتاتا مهروڭين فلعشا
965.0,bayna lyouma ghanmoto bjou3,,باينا ليوما غانموتو بجوع
966.0,taht lmcha fo9 lmida,,تاهت لمشا فوق لميدا
967.0,hna dima 3ndna rawaj,,هنا ديما عندنا راواج
968.0,stahlak blama thlak,,ستاهلاك بلاما تهلاك
969.0,nafs lhaja t3awdat 3andi chhal mn mra,,نافس لحاجة تعاودات عاندي شهال من مرا
970.0,lf9ih sad 3la mrato fdar,,لفقيه ساد علا مراتو فدار
971.0,lf9ih dkhal lmsjid bsbato,,لفقيه دخال لمسجيد بسباتو
972.0,tsad 3lihoum lbab,,تساد عليهوم لباب
973.0,galo bli jartna hamla,,ڭالو بلي جارتنا هاملا
974.0,mabghatch mamaha thmal,,مابغاتش ماماها تهمال
